,card_name,card_type,release,usd_price,cmc,color_identity,rarity
8696,Mist Leopard,Creature — Cat,2009-07-17,0.06,4.0,['G'],common
8697,Mistmeadow Skulk,Creature — Kithkin Rogue,2024-04-19,0.05,2.0,['W'],uncommon
8698,Mistmeadow Vanisher,Creature — Kithkin Wizard,2023-04-21,0.09,3.0,"['U', 'W']",rare
8699,Mistmeadow Witch,Creature — Kithkin Wizard,2022-07-08,0.06,2.0,"['U', 'W']",uncommon
8700,Mistmoon Griffin,Creature — Griffin,1997-06-09,0.29,4.0,['W'],uncommon
8701,Mistral Charger,Creature — Pegasus,2024-01-12,0.08,2.0,['W'],uncommon
8702,Mistral Singer,Creature — Siren,2020-07-03,0.02,3.0,['U'],common
8703,Mist Raven,Creature — Bird,2021-02-05,0.07,4.0,['U'],common
8704,Mist-Syndicate Naga,Creature — Snake Ninja,2019-06-14,2.81,3.0,['U'],rare
8705,Mistwalker,Creature — Shapeshifter,2021-02-05,0.05,3.0,['U'],common
8706,Mistway Spy,Creature — Merfolk Detective,2024-02-09,0.05,1.0,['U'],uncommon
8707,Mite Overseer,Creature — Phyrexian Soldier,2023-02-03,0.44,4.0,['W'],rare
8708,Mitotic Slime,Creature — Ooze,2022-04-29,0.23,5.0,['G'],rare
8709,Mizzium Meddler,Creature — Vedalken Wizard,2015-07-17,0.13,3.0,['U'],rare
8710,Mizzix of the Izmagnus,Legendary Creature — Goblin Wizard,2023-08-04,0.27,4.0,"['R', 'U']",rare
8711,"Mizzix, Replica Rider",Legendary Creature — Goblin Wizard,2022-12-02,1.31,5.0,"['R', 'U']",rare
8712,Mnemonic Sliver,Creature — Sliver,1997-10-14,0.35,3.0,['U'],uncommon
8713,Mnemonic Wall,Creature — Wall,2017-11-17,0.13,5.0,['U'],common
8714,Moaning Spirit,Creature — Spirit,1998-06-24,0.24,3.0,['B'],common
8715,Moaning Wall,Creature — Zombie Wall,2017-07-14,0.05,3.0,['B'],common
8716,Moat Piranhas,Creature — Fish,2019-07-12,0.04,2.0,['U'],common
8717,Mobile Fort,Artifact Creature — Wall,1998-10-12,0.27,4.0,[],uncommon
8718,Mockery of Nature,Creature — Eldrazi Beast,2016-07-22,0.13,9.0,['G'],uncommon
8719,Mockingbird,Creature — Bird Bard,2024-08-02,3.05,1.0,['U'],rare
8720,Mocking Doppelganger,Creature — Shapeshifter,2022-06-10,1.12,4.0,['U'],rare
8721,Mocking Sprite,Creature — Faerie Rogue,2024-11-15,0.30,3.0,['U'],common
8722,Modular Monstrosity,Artifact Creature — Construct,2017-12-08,0.20,7.0,[],rare
8723,Mogg Assassin,Creature — Goblin Assassin,1998-06-15,1.27,3.0,['R'],uncommon
8724,Mogg Bombers,Creature — Goblin,1998-03-02,0.22,4.0,['R'],common
8725,Moggcatcher,Creature — Human Mercenary,2000-02-14,10.65,4.0,['R'],rare
8726,Mogg Conscripts,Creature — Goblin,1997-10-14,0.23,1.0,['R'],common
8727,Mogg Fanatic,Creature — Goblin,2016-06-10,0.16,1.0,['R'],common
8728,Mogg Flunkies,Creature — Goblin,2018-03-16,0.02,2.0,['R'],common
8729,Mogg Jailer,Creature — Goblin,2001-02-05,0.19,2.0,['R'],uncommon
8730,Mogg Maniac,Creature — Goblin,1998-03-02,1.14,2.0,['R'],uncommon
8731,Mogg Mob,Creature — Goblin,2024-06-14,0.07,3.0,['R'],uncommon
8732,Mogg Raider,Creature — Goblin,1997-10-14,0.26,1.0,['R'],common
8733,Mogg Sentry,Creature — Goblin Warrior,2005-07-29,0.31,1.0,['R'],rare
8734,Mogg Squad,Creature — Goblin,1997-10-14,0.24,2.0,['R'],uncommon
8735,Mogg Toady,Creature — Goblin,2000-02-14,0.12,2.0,['R'],common
8736,Mogg War Marshal,Creature — Goblin Warrior,2023-01-13,0.13,2.0,['R'],common
8737,"Mogis, God of Slaughter",Legendary Enchantment Creature — God,2024-09-27,2.27,4.0,"['B', 'R']",mythic
8738,Mogis's Marauder,Creature — Human Berserker,2013-09-27,0.08,3.0,['B'],uncommon
8739,Mogis's Warhound,Enchantment Creature — Dog,2014-05-02,0.05,2.0,['R'],uncommon
8740,Moira and Teshar,Legendary Creature — Phyrexian Spirit Bird,2023-04-21,0.23,5.0,"['B', 'W']",mythic
8741,"Moira Brown, Guide Author",Legendary Creature — Human Citizen,2024-03-08,0.06,3.0,"['R', 'W']",rare
8742,"Moira, Urborg Haunt",Legendary Creature — Spirit Wizard,2022-09-09,0.12,3.0,['B'],rare
8743,Mold Adder,Creature — Fungus Snake,2024-11-15,2.73,1.0,['G'],uncommon
8744,Mold Demon,Creature — Fungus Demon,1994-06-01,22.82,7.0,['B'],rare
8745,Molder Beast,Creature — Beast,2020-11-20,0.03,5.0,['G'],common
8746,Molderhulk,Creature — Fungus Zombie,2018-10-05,0.13,9.0,"['B', 'G']",uncommon
8747,Moldering Karok,Creature — Zombie Crocodile,2021-04-23,0.02,4.0,"['B', 'G']",common
8748,Molder Slug,Creature — Slug Beast,2003-10-02,0.38,5.0,['G'],rare
8749,Mold Folk,Creature — Fungus Warrior,2022-06-10,0.04,2.0,['B'],common
8750,Moldgraf Millipede,Creature — Insect Horror,2024-09-27,0.04,5.0,['G'],common
8751,Moldgraf Monstrosity,Creature — Insect,2024-09-27,0.17,7.0,['G'],rare
8752,Moldgraf Scavenger,Creature — Fungus,2016-04-08,0.02,2.0,['G'],common
8753,Mold Shambler,Creature — Fungus Beast,2014-03-14,0.15,4.0,['G'],common
8754,Mole Worms,Creature — Worm,1997-03-24,0.17,3.0,['B'],uncommon
8755,"Molimo, Maro-Sorcerer",Legendary Creature — Elemental,2023-08-04,0.07,7.0,['G'],uncommon
8756,Molten Firebird,Creature — Phoenix,2007-02-02,0.32,5.0,['R'],rare
8757,Molten Gatekeeper,Artifact Creature — Golem,2024-06-14,0.17,3.0,['R'],common
8758,Molten Hydra,Creature — Hydra,1999-02-15,0.67,2.0,['R'],rare
8759,Molten Monstrosity,Creature — Hellion,2022-09-09,0.03,8.0,['R'],common
8760,Molten Primordial,Creature — Avatar,2013-02-01,0.91,7.0,['R'],rare
8761,Molten Ravager,Creature — Elemental,2020-07-17,0.05,3.0,['R'],common
8762,Molten Sentry,Creature — Elemental,2005-10-07,0.24,4.0,['R'],rare
8763,Moltensteel Dragon,Artifact Creature — Phyrexian Dragon,2011-05-13,0.54,6.0,['R'],rare
8764,Molten-Tail Masticore,Artifact Creature — Masticore,2010-10-01,0.37,4.0,[],mythic
8765,Molting Harpy,Creature — Harpy Mercenary,1999-10-04,0.16,1.0,['B'],uncommon
8766,Momentum Rumbler,Creature — Dinosaur,2020-04-24,0.08,4.0,['R'],uncommon
8767,"Momir Vig, Simic Visionary",Legendary Creature — Elf Wizard,2006-05-05,1.88,5.0,"['G', 'U']",rare
8768,Monastery Flock,Creature — Bird,2014-09-26,0.05,3.0,['U'],common
8769,Monastery Loremaster,Creature — Djinn Wizard,2015-03-27,0.07,4.0,['U'],common
8770,Monastery Mentor,Creature — Human Monk,2023-04-21,3.92,3.0,['W'],mythic
8771,Monastery Swiftspear,Creature — Human Monk,2022-11-18,0.20,1.0,['R'],uncommon
8772,"Mondrak, Glory Dominus",Legendary Creature — Phyrexian Horror,2023-02-03,35.26,4.0,['W'],mythic
8773,Mondronen Shaman // Tovolar's Magehunter,Creature — Human Shaman Werewolf // Creature — Werewolf,2012-02-03,0.40,4.0,['R'],rare
8774,Mongrel Pack,Creature — Dog,1997-10-14,2.32,4.0,['G'],rare
8775,Moniker Mage,Creature — Human Wizard,2004-11-19,0.07,3.0,['U'],common
8776,Monitor Monitor,Creature — Human Employee,2022-10-07,0.08,4.0,['U'],uncommon
8777,Monkey-,Creature — Monkey,2017-12-08,0.20,0.0,['G'],uncommon
8778,Monkey Monkey Monkey,Creature — Monkey,2004-11-19,0.22,4.0,['G'],common
8779,Monk Idealist,Creature — Human Monk Cleric,2016-06-10,0.14,3.0,['W'],common
8780,Monk of the Open Hand,Creature — Elf Monk,2021-07-23,0.05,1.0,['W'],uncommon
8781,Monk Realist,Creature — Human Monk Cleric,2011-06-17,0.24,2.0,['W'],common
8782,Monoskelion,Artifact Creature — Construct,2021-06-18,0.04,2.0,[],uncommon
8783,"Monoxa, Midway Manager",Legendary Creature — Vampire Employee,2022-10-07,0.17,4.0,"['B', 'R']",uncommon
8784,Mons's Goblin Raiders,Creature — Goblin,2000-04-01,0.30,1.0,['R'],common
8785,Mons's Goblin Waiters,Creature — Goblin Waiter,2004-11-19,0.14,1.0,['R'],common
8786,Monstrosity of the Lake,Legendary Creature — Kraken,2023-06-23,0.47,5.0,['U'],rare
8787,Monstrous Carabid,Creature — Insect,2009-04-30,0.14,5.0,"['B', 'R']",common
8788,Monstrous Hound,Creature — Dog,1998-06-15,0.24,4.0,['R'],rare
8789,Monstrous War-Leech,Creature — Leech Horror,2022-09-09,0.02,4.0,"['B', 'U']",uncommon
8790,Moodmark Painter,Creature — Human Shaman,2018-10-05,0.02,4.0,['B'],common
8791,Moonblade Shinobi,Creature — Human Ninja,2019-06-14,0.16,4.0,['U'],common
8792,Moon-Blessed Cleric,Creature — Human Elf Cleric,2024-09-27,0.21,3.0,['W'],uncommon
8793,Moonbow Illusionist,Creature — Moonfolk Wizard,2005-06-03,0.14,3.0,['U'],common
8794,Moon-Circuit Hacker,Enchantment Creature — Human Ninja,2022-02-18,0.15,2.0,['U'],common
8795,Moon-Eating Dog,Creature — Dog,2018-06-22,0.20,4.0,['U'],uncommon
8796,Moonfolk Puzzlemaker,Artifact Creature — Moonfolk Wizard,2022-02-18,0.03,3.0,['U'],common
8797,Moonglove Changeling,Creature — Shapeshifter,2008-02-01,0.26,3.0,['B'],common
8798,Moonglove Winnower,Creature — Elf Rogue,2007-10-12,0.06,4.0,['B'],common
8799,Moon Heron,Creature — Spirit Bird,2011-09-30,0.05,4.0,['U'],common
8800,Moonlight Geist,Creature — Spirit,2012-05-04,0.07,3.0,['W'],common
8801,Moonlit Scavengers,Creature — Merfolk Rogue,2019-10-04,0.03,6.0,['U'],common
8802,Moonlit Strider,Creature — Spirit,2015-05-22,0.08,4.0,['W'],common
8803,Moonrise Cleric,Creature — Bat Cleric,2024-08-02,0.03,3.0,"['B', 'W']",common
8804,Moonshae Pixie // Pixie Dust,Creature — Faerie // Instant — Adventure,2022-06-10,0.05,4.0,['U'],uncommon
8805,Moonshaker Cavalry,Creature — Spirit Knight,2023-09-08,10.23,8.0,['W'],mythic
8806,Moonsnare Specialist,Creature — Human Ninja,2022-02-18,0.03,4.0,['U'],common
8807,Moon Sprite,Creature — Faerie,2000-04-01,0.12,2.0,['G'],uncommon
8808,Moonstone Eulogist,Creature — Bat Warlock,2024-08-02,0.34,5.0,['B'],rare
8809,Moonstone Harbinger,Creature — Bat Warrior,2024-08-02,0.10,3.0,['B'],uncommon
8810,Moonveil Dragon,Creature — Dragon,2012-02-03,0.85,6.0,['R'],mythic
8811,Moonveil Regent,Creature — Dragon,2021-09-24,0.42,4.0,['R'],mythic
8812,Moonwing Moth,Creature — Insect,2005-06-03,0.09,3.0,['W'],common
8813,Moor Fiend,Creature — Horror,1995-06-03,0.09,4.0,['B'],common
8814,Moorish Cavalry,Creature — Human Knight,2006-10-06,0.24,4.0,['W'],special
8815,Moorland Drifter,Creature — Spirit,2016-04-08,0.01,2.0,['W'],common
8816,Moorland Inquisitor,Creature — Human Soldier,2019-07-12,0.01,2.0,['W'],common
8817,Moorland Rescuer,Creature — Human Knight,2021-09-24,0.15,6.0,['W'],rare
8818,"Moraug, Fury of Akoum",Legendary Creature — Minotaur Warrior,2020-09-25,8.79,6.0,['R'],mythic
8819,Morbid Opportunist,Creature — Human Rogue,2024-09-27,0.34,3.0,['B'],uncommon
8820,Mordant Dragon,Creature — Dragon,2011-04-01,0.38,6.0,['R'],rare
8821,Mordor Trebuchet,Artifact Creature — Wall,2023-06-23,0.02,3.0,['B'],common
8822,Morgue Thrull,Creature — Thrull,1998-03-02,0.16,3.0,['B'],common
8823,Morgue Toad,Creature — Frog,2011-09-02,0.12,3.0,"['B', 'R', 'U']",common
8824,Moria Marauder,Creature — Goblin Warrior,2023-06-23,0.16,2.0,['R'],rare
8825,Moria Scavenger,Creature — Orc Rogue,2023-06-23,0.23,3.0,"['B', 'R']",rare
8826,Morinfen,Legendary Creature — Phyrexian Horror,1997-06-09,0.78,5.0,['B'],rare
8827,Moriok Reaver,Creature — Human Warrior,2010-10-01,0.02,3.0,['B'],common
8828,Moriok Replica,Artifact Creature — Warrior,2010-10-01,0.07,3.0,['B'],common
8829,Moriok Rigger,Creature — Human Rogue Rigger,2004-06-04,0.48,3.0,['B'],rare
8830,Moriok Scavenger,Creature — Human Rogue,2003-10-02,0.06,4.0,['B'],common
8831,Moritte of the Frost,Legendary Snow Creature — Shapeshifter,2021-02-05,0.16,5.0,"['G', 'U']",uncommon
8832,Morkrut Banshee,Creature — Spirit,2020-08-07,0.04,5.0,['B'],uncommon
8833,Morkrut Behemoth,Creature — Zombie Giant,2021-09-24,0.05,5.0,['B'],common
8834,Morkrut Necropod,Creature — Slug Horror,2016-04-08,0.08,6.0,['B'],uncommon
8835,Moroii,Creature — Vampire,2024-01-12,0.03,4.0,"['B', 'U']",uncommon
8836,"Morophon, the Boundless",Legendary Creature — Shapeshifter,2023-08-04,6.04,7.0,"['B', 'G', 'R', 'U', 'W']",mythic
8837,Morphling,Creature — Shapeshifter,1998-10-12,10.64,5.0,['U'],rare
8838,Morselhoarder,Creature — Elemental,2008-05-02,0.17,6.0,"['G', 'R']",common
8839,"Morska, Undersea Sleuth",Legendary Creature — Vedalken Fish Detective,2024-02-09,,3.0,"['G', 'U', 'W']",mythic
8840,"Mortarion, Daemon Primarch",Legendary Creature — Demon Primarch,2022-10-07,0.19,6.0,['B'],rare
8841,Mortician Beetle,Creature — Insect,2017-03-17,0.39,1.0,['B'],common
8842,Mortipede,Creature — Insect,2005-10-07,0.08,4.0,"['B', 'G']",common
8843,Mortis Dogs,Creature — Phyrexian Dog,2011-05-13,0.09,4.0,['B'],common
8844,Mortivore,Creature — Lhurgoyf,2018-06-08,1.71,4.0,['B'],rare
8845,Mortus Strider,Creature — Skeleton,2024-01-12,0.02,3.0,"['B', 'U']",common
8846,Mosquito Guard,Creature — Kithkin Soldier,2010-09-03,0.10,1.0,['W'],common
8847,Mossbeard Ancient,Creature — Treefolk,2022-09-09,0.05,7.0,['G'],uncommon
8848,Mossborn Hydra,Creature — Elemental Hydra,2024-11-15,3.29,3.0,['G'],rare
8849,Mossbridge Troll,Creature — Troll,2008-05-02,1.94,7.0,['G'],rare
8850,Mosscoat Goriak,Creature — Beast,2020-04-24,0.02,3.0,['G'],common
8851,Mossdog,Creature — Plant Dog,2000-02-14,0.13,1.0,['G'],common
8852,Moss Kami,Creature — Spirit,2004-10-01,0.06,6.0,['G'],common
8853,Moss Monster,Creature — Elemental,2003-07-28,0.13,5.0,['G'],common
8854,Moss-Pit Skeleton,Creature — Plant Skeleton,2020-09-25,0.08,2.0,"['B', 'G']",uncommon
8855,Mosstodon,Creature — Plant Elephant,2008-10-03,0.13,5.0,['G'],common
8856,Moss Viper,Creature — Snake,2020-01-24,0.06,1.0,['G'],common
8857,Mosswood Dreadknight // Dread Whispers,Creature — Human Knight // Sorcery — Adventure,2023-09-08,1.08,2.0,"['B', 'G']",rare
8858,Most Valuable Slayer,Creature — Human Warrior,2024-09-27,0.03,4.0,['R'],common
8859,Mothdust Changeling,Creature — Shapeshifter,2013-06-07,1.00,1.0,['U'],common
8860,Mother Bear,Creature — Bear,2019-06-14,0.09,2.0,['G'],common
8861,Mother Kangaroo,Host Creature — Kangaroo,2020-02-29,0.05,5.0,['G'],common
8862,Mother of Goons,Creature — Human Cleric,2004-11-19,0.19,3.0,['B'],common
8863,Mother of Runes,Creature — Human Cleric,2022-06-10,6.49,1.0,['W'],uncommon
8864,Mothrider Patrol,Creature — Fox Warrior,2022-02-18,0.03,1.0,['W'],common
8865,Mothrider Samurai,Creature — Human Samurai,2004-10-01,0.10,4.0,['W'],common
8866,Motivated Pony,Creature — Horse,2023-06-23,0.13,5.0,['G'],rare
8867,Mountain Bandit,Creature — Human Soldier Rogue,1999-05-01,1.40,1.0,['R'],common
8868,Mountain Goat,Creature — Goat,1999-04-21,0.15,1.0,['R'],common
8869,Mountain Titan,Creature — Giant,1995-06-03,0.51,4.0,"['B', 'R']",rare
8870,Mountain Yeti,Creature — Yeti,1995-07-01,0.10,4.0,['R'],common
8871,Mounted Archers,Creature — Human Soldier Archer,1997-10-14,0.14,4.0,['W'],common
8872,Mounted Dreadknight,Creature — Vampire Knight,2021-09-24,0.04,5.0,['R'],common
8873,Mount Velus Manticore,Enchantment Creature — Manticore,2021-06-18,0.03,4.0,['R'],common
8874,Mournful Zombie,Creature — Zombie,2001-06-04,0.09,3.0,"['B', 'W']",common
8875,Mourning Patrol // Morning Apparition,Creature — Human Soldier // Creature — Spirit Soldier,2021-09-24,0.01,3.0,['W'],common
8876,Mourning Thrull,Creature — Thrull,2024-01-12,0.04,2.0,"['B', 'W']",common
8877,Mournwhelk,Creature — Elemental,2007-10-12,0.09,7.0,['B'],common
8878,Mournwillow,Creature — Plant Skeleton,2016-07-22,0.12,3.0,"['B', 'G']",uncommon
8879,Mouse Trapper,Creature — Mouse Soldier,2024-08-02,0.08,3.0,['W'],uncommon
8880,"Mowu, Loyal Companion",Legendary Creature — Dog,2023-08-04,0.16,4.0,['G'],uncommon
8881,Mr. Foxglove,Legendary Creature — Fox Rogue,2024-08-02,,5.0,"['G', 'U', 'W']",mythic
8882,"Mr. House, President and CEO",Legendary Artifact Creature — Human,2024-03-08,,3.0,"['B', 'R', 'W']",mythic
8883,"Mr. Orfeo, the Boulder",Legendary Creature — Rhino Warrior,2022-04-29,0.07,4.0,"['B', 'G', 'R']",uncommon
8884,Ms. Bumbleflower,Legendary Creature — Rabbit Citizen,2024-08-02,0.84,4.0,"['G', 'U', 'W']",mythic
8885,Mtenda Griffin,Creature — Griffin,1996-10-08,0.25,4.0,['W'],uncommon
8886,Mtenda Herder,Creature — Human Scout,1996-10-08,0.08,1.0,['W'],common
8887,Mtenda Lion,Creature — Cat,1996-10-08,0.19,1.0,"['G', 'U']",common
8888,Muck Drubb,Creature — Beast,2021-03-19,0.15,5.0,['B'],uncommon
8889,Muck Rats,Creature — Rat,1999-07-01,0.29,1.0,['B'],common
8890,Mudbrawler Cohort,Creature — Goblin Warrior,2008-05-02,0.13,2.0,['R'],common
8891,Mudbrawler Raiders,Creature — Goblin Warrior,2008-05-02,0.20,4.0,"['G', 'R']",common
8892,Mudbutton Clanger,Creature — Goblin Warrior,2008-02-01,0.09,1.0,['R'],common
8893,Mudbutton Torchrunner,Creature — Goblin Warrior,2017-03-17,0.07,3.0,['R'],common
8894,"Muerra, Trash Tactician",Legendary Creature — Raccoon Warrior,2024-08-02,0.27,3.0,"['G', 'R']",rare
8895,Mukotai Ambusher,Artifact Creature — Rat Ninja,2022-02-18,0.07,4.0,['B'],common
8896,Mul Daya Channelers,Creature — Elf Druid Shaman,2010-04-23,0.82,3.0,['G'],rare
8897,"Muldrotha, the Gravetide",Legendary Creature — Elemental Avatar,2024-11-15,1.86,6.0,"['B', 'G', 'U']",mythic
8898,Mulldrifter,Creature — Elemental,2024-02-09,0.21,5.0,['U'],uncommon
8899,"Multani, Maro-Sorcerer",Legendary Creature — Elemental,1999-02-15,6.40,6.0,['G'],rare
8900,Multani's Acolyte,Creature — Elf,1999-02-15,0.21,2.0,['G'],common
8901,"Multani, Yavimaya's Avatar",Legendary Creature — Elemental Avatar,2024-09-27,0.24,6.0,['G'],mythic
8902,Multiform Wonder,Artifact Creature — Construct,2016-09-30,0.15,5.0,[],rare
8903,Multi-Headed,Creature — Hydra,2017-12-08,0.06,0.0,['G'],common
8904,Mummy Paramount,Creature — Zombie,2017-07-14,0.05,2.0,['W'],common
8905,"Munda, Ambush Leader",Legendary Creature — Kor Ally,2015-10-02,0.07,4.0,"['R', 'W']",rare
8906,Munda's Vanguard,Creature — Kor Knight Ally,2016-01-22,0.11,5.0,['W'],rare
8907,Mundungu,Creature — Human Wizard,1997-02-03,0.27,3.0,"['B', 'U']",uncommon
8908,Mungha Wurm,Creature — Wurm,2000-06-05,0.39,4.0,['G'],rare
8909,Munitions Expert,Creature — Goblin,2019-06-14,0.13,2.0,"['B', 'R']",uncommon
8910,Murasa Behemoth,Creature — Beast,2019-06-14,0.04,6.0,['G'],common
8911,Murasa Brute,Creature — Troll Warrior,2020-09-25,0.02,3.0,['G'],common
8912,Murasa Pyromancer,Creature — Human Shaman Ally,2009-10-02,0.09,6.0,['R'],uncommon
8913,Murasa Ranger,Creature — Human Warrior Ranger,2015-10-02,0.05,4.0,['G'],uncommon
8914,Murasa Rootgrazer,Creature — Beast,2020-09-25,0.05,2.0,"['G', 'W']",uncommon
8915,Murasa Sproutling,Creature — Plant Elemental,2020-09-25,0.05,3.0,['G'],uncommon
8916,Murder of Crows,Creature — Bird,2023-08-04,0.02,5.0,['U'],uncommon
8917,Murderous Redcap,Creature — Goblin Assassin,2018-12-07,0.57,4.0,"['B', 'R']",uncommon
8918,Murderous Rider // Swift End,Creature — Zombie Knight // Instant — Adventure,2023-04-21,0.42,3.0,['B'],rare
8919,Murk Dwellers,Creature — Zombie,1997-03-24,0.08,4.0,['B'],common
8920,Murkfiend Liege,Creature — Horror,2022-07-08,2.60,5.0,"['G', 'U']",rare
8921,Murk Strider,Creature — Eldrazi Processor,2015-10-02,0.05,4.0,['U'],common
8922,Murktide Regent,Creature — Dragon,2021-06-18,13.17,7.0,['U'],mythic
8923,Murmuring Mystic,Creature — Human Wizard,2024-04-19,0.33,4.0,['U'],common
8924,Murmuring Phantasm,Creature — Spirit,2020-07-17,0.05,2.0,['U'],common
8925,Muscle Sliver,Creature — Sliver,1997-10-14,1.31,2.0,['G'],common
8926,Muse Drake,Creature — Drake,2018-10-05,0.03,4.0,['U'],common
8927,Museum Nightwatch,Creature — Centaur Soldier,2024-02-09,0.01,4.0,['W'],common
8928,Mushroom Watchdogs,Creature — Dog,2023-06-23,0.02,2.0,['G'],common
8929,Musician,Creature — Human Wizard,1995-06-03,0.91,3.0,['U'],rare
8930,Mutagen Connoisseur,Creature — Vedalken Mutant,2023-04-21,0.06,3.0,"['G', 'U']",uncommon
8931,Mutalith Vortex Beast,Creature — Mutant Beast,2022-10-07,0.15,6.0,"['R', 'U']",rare
8932,Mutated Cultist,Creature — Eldrazi Horror,2024-06-14,0.83,3.0,['B'],rare
8933,"Muxus, Goblin Grandee",Legendary Creature — Goblin Noble,2020-07-17,6.01,6.0,['R'],rare
8934,"Muzzio, Visionary Architect",Legendary Creature — Human Artificer,2014-06-06,1.01,3.0,['U'],mythic
8935,Mwonvuli Beast Tracker,Creature — Human Scout,2012-07-13,0.15,3.0,['G'],uncommon
8936,Mwonvuli Ooze,Creature — Ooze,1997-06-09,1.05,1.0,['G'],rare
8937,Mycoid Shepherd,Creature — Fungus,2009-04-30,0.23,4.0,"['G', 'W']",rare
8938,Mycologist,Creature — Human Druid,2021-03-19,0.05,2.0,['W'],uncommon
8939,Mycoloth,Creature — Fungus,2017-06-09,3.86,5.0,['G'],rare
8940,Myconid Spore Tender,Creature — Fungus,2022-06-10,0.05,4.0,['G'],common
8941,Mycosynth Fiend,Creature — Phyrexian Horror,2011-05-13,0.04,3.0,['G'],uncommon
8942,Mycosynth Golem,Artifact Creature — Golem,2004-06-04,24.28,11.0,[],rare
8943,Myojin of Blooming Dawn,Legendary Creature — Spirit,2022-02-18,0.20,8.0,['W'],rare
8944,Myojin of Cleansing Fire,Legendary Creature — Spirit,2004-10-01,3.22,8.0,['W'],rare
8945,Myojin of Cryptic Dreams,Legendary Creature — Spirit,2022-02-18,0.24,8.0,['U'],rare
8946,Myojin of Grim Betrayal,Legendary Creature — Spirit,2022-02-18,0.18,8.0,['B'],rare
8947,Myojin of Infinite Rage,Legendary Creature — Spirit,2004-10-01,2.03,10.0,['R'],rare
8948,Myojin of Life's Web,Legendary Creature — Spirit,2004-10-01,4.87,9.0,['G'],rare
8949,Myojin of Night's Reach,Legendary Creature — Spirit,2024-11-15,,8.0,['B'],rare
8950,Myojin of Roaring Blades,Legendary Creature — Spirit,2022-02-18,0.12,8.0,['R'],rare
8951,Myojin of Seeing Winds,Legendary Creature — Spirit,2004-10-01,2.21,10.0,['U'],rare
8952,Myojin of Towering Might,Legendary Creature — Spirit,2022-02-18,0.18,8.0,['G'],rare
8953,Myr Adapter,Artifact Creature — Myr,2003-10-02,0.13,3.0,[],common
8954,Myra the Magnificent,Legendary Creature — Human Performer,2022-10-07,0.31,4.0,"['R', 'U']",mythic
8955,Myr Battlesphere,Artifact Creature — Myr Construct,2023-04-21,0.18,7.0,[],rare
8956,Myr Convert,Artifact Creature — Phyrexian Myr,2023-02-03,0.15,2.0,[],uncommon
8957,Myr Custodian,Artifact Creature — Myr,2023-02-03,0.04,3.0,[],common
8958,"Myrel, Shield of Argive",Legendary Creature — Human Soldier,2022-11-18,19.84,4.0,['W'],mythic
8959,Myr Enforcer,Artifact Creature — Myr,2015-05-22,1.18,7.0,[],common
8960,Myr Galvanizer,Artifact Creature — Myr,2010-10-01,0.75,3.0,[],uncommon
8961,Myriad Construct,Artifact Creature — Construct,2023-08-04,0.08,4.0,[],rare
8962,Myr Kinsmith,Artifact Creature — Myr,2023-02-03,0.11,4.0,[],common
8963,"Myrkul, Lord of Bones",Legendary Creature — God,2022-06-10,0.13,7.0,"['B', 'G', 'W']",rare
8964,Myrkul's Invoker,Creature — Cat Rogue,2022-06-10,0.07,3.0,['B'],common
8965,Myr Landshaper,Artifact Creature — Myr,2004-02-06,0.21,3.0,[],common
8966,Myr Mindservant,Artifact Creature — Myr,2003-10-02,0.39,1.0,[],uncommon
8967,Myr Moonvessel,Artifact Creature — Myr,2004-02-06,0.23,1.0,[],common
8968,Myr Propagator,Artifact Creature — Myr,2010-10-01,1.16,3.0,[],rare
8969,Myr Prototype,Artifact Creature — Myr,2003-10-02,0.19,5.0,[],uncommon
8970,Myr Quadropod,Artifact Creature — Myr,2004-06-04,0.19,4.0,[],common
8971,Myr Retriever,Artifact Creature — Myr,2020-08-07,3.23,2.0,[],common
8972,Myr Scrapling,Artifact Creature — Myr,2021-06-18,0.08,1.0,[],common
8973,Myr Servitor,Artifact Creature — Myr,2018-12-07,0.09,1.0,[],common
8974,Myr Sire,Artifact Creature — Phyrexian Myr,2023-08-04,0.07,2.0,[],common
8975,Myrsmith,Creature — Human Artificer,2023-08-04,0.05,2.0,['W'],common
8976,Myr Superion,Artifact Creature — Myr,2011-05-13,3.10,2.0,[],rare
8977,Myr Welder,Artifact Creature — Myr,2011-02-04,2.03,3.0,[],rare
8978,Mysterious Egg,Creature — Egg,2020-04-24,0.04,1.0,[],common
8979,Mysterious Pathlighter,Creature — Faerie,2019-10-04,0.08,3.0,['W'],uncommon
8980,Mysterious Stranger,Creature — Human Rogue,2024-03-08,0.09,4.0,['R'],rare
8981,Mystic Archaeologist,Creature — Human Wizard,2024-11-15,,2.0,['U'],rare
8982,Mystic Crusader,Creature — Human Nomad Mystic,2001-10-01,0.50,3.0,['W'],rare
8983,Mystic Enforcer,Creature — Human Nomad Mystic,2023-01-13,0.03,4.0,"['G', 'W']",uncommon
8984,Mystic Familiar,Creature — Bird,2002-02-04,0.10,2.0,['W'],common
8985,Mystic of the Hidden Way,Creature — Human Monk,2018-03-16,0.07,5.0,['U'],common
8986,Mystic Penitent,Creature — Human Nomad Mystic,2001-10-01,0.21,1.0,['W'],uncommon
8987,Mystic Skull // Mystic Monstrosity,Artifact // Artifact Creature — Construct,2021-09-24,0.08,2.0,[],uncommon
